Gene,IR_039,IR_046,PD_016,IR_031,PD_021,IR_047,IR_002,PD_028,IR_050,IR_016,IR_019,PD_025,IR_027,PD_029,IR_020,HR_056,HR_063,PD_001,HR_048,PD_006,HR_064,HR_019,PD_013,HR_067,HR_033,HR_036,PD_010,HR_044,PD_014,HR_037
ACTL9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,66,48,0,0,0,0,0,0,0,0
ACTN1,9818,4944,2138,5707,7450,4013,3448,3755,5018,3902,4210,1711,4789,8556,7272,4353,3194,4007,5180,0,1964,2357,2983,0,3688,1929,0,2002,522,4593
ACTN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ACTN3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,15,0,0,0,0,0,0,0
ACTN4,4559,2605,2443,3257,7028,2745,1855,3109,2698,3430,2037,6409,2387,4677,1413,3208,2435,2083,2409,0,1723,2272,3154,0,1396,850,4778,4742,0,2767
ACTR10,39,203,53,82,62,126,167,68,50,181,125,162,42,0,60,30,0,14,57,1,24,148,0,33,150,470,0,17,0,61
ACTR1A,1115,1859,2492,568,1404,1738,854,1231,889,2059,870,911,499,0,802,759,847,759,580,0,786,1507,1,484,866,1714,0,372,1452,574
ACTR1B,119,58,0,160,0,30,0,76,58,242,116,0,217,0,85,246,0,1268,39,0,0,227,0,0,70,0,1,80,0,247
ACTR2,3070,3584,8236,2742,6870,2851,3982,7145,3699,2379,5709,4189,1477,13839,3875,2739,1640,3990,3268,1727,3871,1488,3237,0,3519,4646,0,1997,0,2184
ACTR3,342,369,620,292,892,233,557,1202,1125,434,1007,304,258,765,503,241,98,563,146,48,288,335,818,174,875,739,722,386,0,237
ACTR3B,30,30,0,0,0,0,0,0,0,0,28,0,19,0,8,6,0,0,37,0,0,4,0,0,11,21,0,0,0,0
ACTR3BP2,0,37,65,0,32,49,0,0,3,22,0,113,16,8,15,0,84,171,0,186,0,0,160,0,13,0,149,86,342,65
ACTR3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,4,0
ACTR5,0,5,0,1,0,10,0,0,0,21,1,0,1,0,0,5,0,6,0,0,3,0,0,0,2,1,0,0,0,0
ACTR6,31,88,1,55,352,2,197,180,59,97,18,151,47,0,32,47,0,0,22,0,68,167,0,0,88,0,0,0,0,0
ACTR8,171,255,0,69,0,167,145,366,101,111,44,117,100,673,85,100,284,544,406,0,64,163,0,0,99,285,0,0,0,0
ACTRT1,16,0,191,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,26,25,0,0,1,166
ACTRT2,0,0,174,0,0,0,123,108,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0
ACVR1,117,36,0,108,811,331,612,353,60,441,19,0,109,0,0,186,0,140,37,0,0,0,1109,0,42,80,0,1,0,0
ACVR1B,675,1442,155,291,804,490,736,178,115,330,678,513,229,0,465,120,0,80,46,0,195,322,298,523,162,24,0,0,0,457
ACVR1C,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVR2A,29,5,0,0,0,24,0,0,46,12,11,0,12,0,0,13,0,0,65,0,16,22,0,0,34,26,0,0,0,0
ACVR2B,30,0,0,124,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,25,0,0,0,0,0
ACVRL1,1,8,0,0,0,0,0,0,1,0,3,0,6,0,0,0,0,59,0,0,0,0,0,0,15,0,0,0,0,0
ACY1,120,1214,269,77,0,2207,527,196,203,1534,22,153,431,77,405,52,0,112,174,542,71,676,0,0,830,191,0,443,0,342
ACY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACYP1,0,0,0,16,0,0,143,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
ACYP2,22,17,88,32,0,171,0,134,11,66,14,614,18,0,33,29,0,0,127,0,31,124,0,0,54,0,0,0,0,0
ADA,14,56,0,80,163,0,0,303,59,18,4,0,11,0,60,74,0,0,70,0,0,0,0,0,18,0,0,0,0,0
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,27,75,0,100,0,146,99,0,18,82,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ADAM1A,52,38,0,93,0,0,0,0,0,0,34,0,51,0,0,39,0,1602,0,0,0,0,0,0,87,0,0,0,0,0
ADAM10,508,473,191,469,427,315,296,398,552,584,1300,161,304,626,676,376,682,123,336,1,176,71,1165,0,581,503,0,289,0,97
ADAM11,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
ADAM12,6,0,0,5,2,5,0,0,2,18,4,0,3,0,0,4,0,2,3,0,0,0,0,0,7,2,0,0,0,0
ADAM15,482,325,239,659,226,605,650,171,102,260,63,457,225,0,263,416,437,185,1014,0,0,231,0,0,10,31,0,989,0,0
ADAM17,357,391,0,416,346,245,371,1983,336,274,573,1476,295,4367,447,285,139,1518,166,0,593,176,0,0,465,238,0,104,0,348
ADAM18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,869,300,737,279,59,239,683,169,238,791,369,379,940,350,84,366,22,456,511,12,26,421,615,0,333,173,0,645,0,369
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21P1,0,22,0,0,96,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
ADAM22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM28,113,78,0,4,0,225,0,0,122,117,131,0,18,0,0,60,0,0,0,0,146,66,0,0,13,174,0,0,0,0
ADAM29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM30,0,0,30,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,65,0
ADAM32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,4297,2197,222,3553,1284,2282,1039,2083,3402,1506,3190,850,2700,1638,1675,2200,409,2381,762,0,470,1101,4598,80,573,566,395,1136,544,1118
ADAM9,120,36,24,85,37,18,168,16,89,165,126,0,145,0,115,73,8,10,30,0,45,32,60,0,178,84,3,98,0,127
ADAMDEC1,0,43,0,57,0,10,23,0,0,0,23,0,7,0,4,0,0,0,8,0,0,0,236,0,2,0,0,0,0,0
ADAMTS1,72,0,0,22,0,0,0,0,15,0,0,0,19,0,0,9,0,0,49,0,0,0,0,0,0,32,148,30,251,836
ADAMTS10,0,0,7,19,0,0,0,0,0,88,8,0,0,0,0,49,0,0,137,0,0,0,0,0,2,0,0,0,14,0
ADAMTS12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS14,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS15,603,97,0,0,7581,100,590,0,0,0,0,0,0,0,0,0,0,0,185,0,0,174,0,0,0,0,0,0,0,0
ADAMTS16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS17,33,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,291,0,0,0,0,0,0,0,81,0,0,0,0
ADAMTS18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS2,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS3,0,0,0,0,133,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,26,0,0,184,0,0,0,0,0,0,0,0
ADAMTS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,130,0,0,0,0
ADAMTS7,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL4,848,189,430,595,97,219,116,437,528,395,392,346,1012,1313,195,455,0,1262,317,176,0,76,0,1,210,278,0,315,0,427
ADAMTSL5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0
ADAP1,189,260,0,297,138,33,0,0,308,0,339,0,269,655,30,53,0,0,188,1846,0,269,1379,0,270,16,0,199,0,40
ADAP2,662,0,0,634,235,117,254,5,380,571,161,334,152,16,83,390,0,1,416,0,0,100,0,532,135,168,0,0,0,655
ADAR,4660,3570,1540,2867,4700,5526,1064,4912,3327,4085,5846,745,2274,3052,4408,2661,405,1309,1740,545,2397,592,2425,180,3096,1947,4499,1805,0,3005
ADARB1,3,0,0,0,0,0,0,0,19,25,0,0,2,0,5,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
ADARB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAT1,177,187,219,95,0,249,63,187,161,408,331,3,197,0,367,169,0,0,128,0,180,195,273,0,128,0,0,0,0,438
ADAT2,24,12,0,7,0,64,206,0,0,51,15,0,8,0,0,7,0,0,26,0,0,38,0,0,0,0,0,0,0,0
ADAT3,11,0,0,14,0,0,0,0,0,0,15,0,33,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCK1,26,116,478,0,0,666,0,0,47,188,0,0,6,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0
ADCK2,37,46,604,28,135,243,560,67,31,12,0,0,113,0,75,33,0,0,45,1099,56,323,0,0,19,0,0,0,0,0
ADCK3,74,0,0,25,168,0,0,0,104,69,115,0,30,0,29,23,0,4,34,0,0,107,0,0,0,22,0,0,0,0
ADCK4,13,43,210,41,106,34,0,25,36,0,15,104,13,0,23,5,0,0,58,0,0,39,1,0,6,4,269,8,0,64
ADCK5,26,21,216,0,0,37,17,0,33,44,4,480,41,0,51,29,0,0,0,0,0,47,0,0,17,0,0,98,19,0
ADCY1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY10,0,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY2,0,0,0,0,0,2,14,0,0,35,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
ADCY3,71,24,0,48,69,50,119,15,6,95,16,0,30,0,44,75,154,39,50,0,0,23,0,0,18,0,0,69,0,0
ADCY4,0,4,0,4,13,0,0,0,2,0,7,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0
ADCY5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY6,167,0,0,0,0,76,0,59,69,295,14,0,43,2158,26,0,0,0,71,0,0,0,0,0,27,0,0,0,0,114
ADCY7,1287,424,0,238,1,0,650,1348,885,515,721,0,488,0,58,759,0,770,1178,10620,520,492,1,1314,369,140,0,1058,0,334
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY9,39,0,100,0,0,0,1,0,25,0,13,0,58,0,26,0,0,186,36,0,217,167,0,0,0,0,0,0,0,0
ADCYAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD1,1300,840,1268,1019,754,2300,133,742,908,1390,738,248,652,0,866,685,0,282,745,0,796,431,0,0,466,391,0,1474,0,571
ADD2,205,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
ADD3,150,60,0,170,2010,55,0,22,65,58,298,0,76,654,130,46,145,99,40,0,0,78,0,159,83,216,0,0,0,0
ADH1A,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,11,0,0,0,0,0,0,0
ADH1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1C,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH5,272,151,1,79,218,419,97,2,601,482,173,307,115,860,47,53,0,0,92,0,0,0,0,436,104,470,0,205,0,125
ADH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADHFE1,0,0,43,0,0,0,0,21,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
ADI1,9,33,0,3,232,35,25,75,10,50,26,121,3,920,27,21,3,76,18,0,14,43,300,243,23,37,0,6,0,36
ADIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOR1,2064,9177,4041,2808,2516,11405,3455,3433,2145,4245,2300,8065,1635,273,5631,1077,1928,887,1485,2939,2813,5613,998,1792,2332,1324,2575,1777,1528,3018
ADIPOR2,1395,2600,469,988,1576,2363,792,1725,822,1306,676,343,977,0,2157,2030,738,745,341,2137,695,1802,387,0,441,815,0,1254,0,715
ADK,11,4,0,0,0,24,0,0,9,0,11,0,5,0,2,8,0,0,0,0,0,7,0,0,14,14,0,0,0,0
ADM,4238,7447,2413,6953,3404,3741,2713,6180,6094,1723,7406,384,4415,0,7319,2183,2560,988,2050,7273,2105,1962,13186,439,3096,1021,8100,441,937,7955
ADM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNP,0,0,29,0,16,2,5,1,6,4,13,81,4,11,16,1,1,0,9,0,0,13,26,0,1,7,94,0,0,0
ADNP2,81,85,56,37,392,122,72,0,122,131,124,159,77,0,152,78,142,366,26,0,266,19,0,17,82,132,0,38,0,0
ADO,408,55,0,12,908,246,0,0,63,401,138,0,165,0,184,109,0,160,178,280,158,65,0,0,102,26,0,0,0,0
ADORA1,26,0,0,0,0,0,0,0,0,0,0,292,27,0,0,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ADORA2A,1724,439,1,1583,1120,2654,143,1625,762,1663,1777,173,2868,917,1631,1166,641,480,194,0,385,1068,399,134,485,110,526,164,0,808
ADORA2B,0,0,0,0,0,0,402,0,0,113,14,0,9,0,0,21,0,0,31,0,0,0,0,0,40,0,0,0,0,0
ADORA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
ADPGK,575,416,155,378,145,97,240,156,457,923,535,0,765,347,893,395,107,198,218,0,478,359,265,0,511,183,286,319,0,817
ADPRH,56,25,0,40,50,59,284,0,1,20,15,0,63,0,30,11,0,0,15,0,0,0,0,0,36,18,0,72,0,266
ADPRHL1,0,3,0,0,0,0,0,0,4,31,0,0,1,0,0,2,0,0,0,0,0,9,0,0,9,0,0,0,0,0
ADPRHL2,81,88,0,86,59,213,118,33,54,117,14,52,90,0,173,65,0,22,97,0,69,149,0,0,35,11,0,188,0,49
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2A,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADRA2B,53,40,0,0,0,0,0,0,41,0,19,0,0,0,81,62,119,0,0,0,0,57,127,0,0,0,0,0,0,0
ADRA2C,0,0,112,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRB1,0,21,0,0,73,0,0,0,5,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ADRB2,96,139,92,0,0,275,184,0,139,182,181,0,41,0,16,27,0,0,36,0,0,44,4,0,0,0,0,356,434,162
ADRBK1,1075,1330,1629,1111,794,1304,416,2368,1153,764,926,1104,833,394,530,679,535,1029,1406,0,601,663,1448,0,369,24,851,339,0,784
ADRBK2,86,29,47,18,4,29,108,6,15,28,39,314,42,112,62,31,0,30,45,0,43,21,29,0,37,13,0,12,0,160
ADRM1,2087,2503,1113,1077,2162,5338,2065,1809,1099,2436,628,3829,1543,1287,1843,737,1900,2242,2353,2993,473,2839,4719,0,1015,256,763,1317,616,3913
ADSL,69,69,9,90,45,4,88,30,1,83,24,0,81,453,16,97,0,0,230,42,83,86,0,0,31,32,9,281,0,212
ADSS,115,121,37,33,33,55,262,0,25,76,194,65,95,93,139,88,139,0,180,0,7,46,37,0,136,65,0,172,0,9
ADSSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEBP1,14,0,0,0,3,0,0,0,0,0,0,24,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
AEBP2,552,426,0,514,736,192,291,340,405,483,505,143,348,0,203,527,0,0,301,0,0,238,575,1052,446,1882,733,2876,0,751
AEN,10,4,0,21,0,9,42,1,1,11,1,0,12,0,4,4,10,28,46,0,11,0,0,0,4,5,0,71,0,0
AES,442,1243,2685,528,1788,2474,1472,675,715,2309,232,4476,516,0,723,436,122,1138,1026,10,278,847,1238,474,490,253,504,435,0,342
AFAP1,18,18,0,15,0,0,0,0,0,21,5,80,1,0,0,13,0,0,40,0,17,16,0,0,22,0,0,0,0,1445
AFAP1L1,60,33,0,0,0,402,488,22,105,268,0,0,21,0,0,0,0,337,50,0,438,36,0,0,40,31,0,0,0,0
AFAP1L2,13,14,0,0,0,0,0,0,0,0,0,0,9,0,0,43,0,0,93,0,0,0,0,0,3,0,0,0,0,0
AFF1,1048,655,954,931,661,717,433,767,826,1439,1267,2831,818,2827,1139,662,137,1567,619,0,67,202,2075,758,714,412,0,680,0,836
AFF2,462,15,464,413,0,139,0,536,458,1037,1370,0,376,0,804,138,0,0,17,0,501,3,70,0,579,304,0,0,0,104
AFF3,2,0,0,0,0,0,0,0,0,0,5,0,0,0,6,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0
AFF4,1773,1410,1996,1351,1920,1675,388,1882,821,1738,1011,0,1055,3134,1761,1231,0,1339,949,0,631,895,1570,884,528,849,0,1190,0,157
AFG3L2,9,20,0,15,29,24,0,0,10,24,20,0,4,0,18,7,0,65,9,0,9,0,53,0,9,8,0,0,0,0
AFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFMID,0,0,2,0,0,4,0,5,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0
AFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFTPH,1616,1163,718,568,785,1567,657,1000,576,842,1683,1,879,2001,1133,750,660,997,333,1359,831,496,541,344,896,767,0,0,0,1545
AGA,10,3,207,18,15,25,106,0,19,105,12,0,0,0,8,21,0,0,19,10,2,0,0,0,26,15,0,0,0,23
AGAP1,65,13,0,0,0,6148,530,0,36,4001,11,1174,25,0,5757,0,0,0,52,0,0,104,0,0,39,0,328,0,0,206
AGAP11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP2,98,62,0,37,26,60,0,51,100,12,83,50,68,0,88,27,0,77,122,0,0,50,0,0,31,20,0,118,0,84
AGAP3,1264,662,748,525,1485,2518,523,1218,249,500,316,0,1451,8077,1480,699,231,315,430,0,73,1037,2,0,245,170,0,368,662,1594
AGAP5,16,13,7,8,6,0,0,15,58,6,15,0,13,18,5,12,0,7,10,12,5,3,10,0,27,8,0,29,0,0
AGAP6,4,14,7,6,22,2,4,22,1,0,11,2,5,0,6,5,4,30,2,0,5,4,0,0,6,9,0,0,0,0
AGAP7,1,1,0,0,0,0,7,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBL3,0,0,0,0,0,0,92,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
AGBL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
AGBL5,13,0,0,0,92,74,0,0,78,0,0,0,32,0,44,5,0,0,0,0,0,0,0,571,21,0,0,0,0,0
AGER,62,50,0,79,0,0,0,160,115,0,75,0,98,0,125,51,0,245,299,0,0,55,4,0,89,0,0,202,921,637
AGFG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,56,0,0,0,0,0,0,0,0,0
AGFG2,48,90,0,0,0,0,0,1271,96,90,37,0,21,0,16,62,0,0,833,0,105,25,497,0,0,0,0,225,0,0
AGGF1,472,1271,430,994,0,657,0,5986,497,393,1905,1,679,747,1337,697,23,70,121,0,0,608,0,0,1197,81,0,69,0,204
AGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGL,46,0,0,46,0,193,341,0,143,0,64,0,25,0,0,71,0,161,225,0,0,120,0,0,71,187,0,0,0,25
AGMAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,113,0,0,0,0,0,0,0,0,0,0,0
AGMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT1,685,626,321,461,0,0,377,1127,523,683,246,276,312,0,479,286,0,633,517,0,344,282,1372,0,196,129,2,0,750,263
AGPAT2,90,70,0,53,33,0,31,63,113,162,58,0,57,0,11,40,0,0,51,0,68,21,86,0,6,16,0,84,0,0
AGPAT3,638,400,211,331,146,556,705,31,176,477,260,0,387,0,241,335,669,0,249,0,0,312,0,0,335,263,0,962,0,83
AGPAT4,20,27,0,0,0,40,0,0,17,47,6,0,7,0,26,16,0,4,9,0,0,0,0,0,7,15,0,22,0,25
AGPAT5,10,0,0,8,0,195,0,0,185,14,26,175,0,0,0,23,0,0,83,399,0,0,0,0,7,0,0,53,0,0
AGPAT6,1379,970,815,1780,1229,277,271,845,1394,1389,1681,299,1954,4331,4949,3075,0,383,905,0,132,447,852,0,1366,569,0,567,0,2310
AGPAT9,3683,910,2621,913,2291,2319,937,254,635,2013,1407,1135,1055,0,491,2156,1772,1182,613,149,1392,979,1727,610,1082,742,2219,2380,924,2295
AGPHD1,0,0,0,0,0,91,0,0,0,0,7,0,0,0,0,0,0,0,48,0,0,0,0,0,563,0,0,0,0,0
AGPS,21,13,50,8,23,14,6,2,2,12,39,0,43,0,2,80,0,28,34,0,0,56,31,0,28,13,0,13,0,0
AGR2,6325,1650,1613,561,2302,926,572,429,568,1050,1041,945,227,0,329,129,891,0,315,1791,184,2223,363,0,566,376,2233,0,33,580
AGR3,0,0,0,0,0,0,0,0,0,0,23,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,0
AGRN,352,0,87,217,0,16,108,324,257,138,72,151,121,0,105,187,0,0,236,0,0,89,0,0,41,14,0,0,0,334
AGRP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGTPBP1,257,411,107,300,2337,338,105,2186,746,862,1960,0,118,0,869,341,733,154,228,0,1444,70,1974,0,423,260,856,6,0,1882
